node1	label	node2	id
Q155472	PRX_ID_SPL_SET_ID	"a8c61488-4219-dfcb-e053-2a95a90a98a4"	Q155472-PRX_ID_SPL_SET_ID-"a8c61488-4219-dfcb-e053-2a95a90a98a4"-0000
Q155472	PRX_ID_SPL_SET_ID	"a9098fc6-3d2a-404f-a4cd-2e181ebbd626"	Q155472-PRX_ID_SPL_SET_ID-"a9098fc6-3d2a-404f-a4cd-2e181ebbd626"-0000
Q155472	PRX_ID_SPL_SET_ID	"a9c442dc-749e-4de0-bca3-1044eb78da72"	Q155472-PRX_ID_SPL_SET_ID-"a9c442dc-749e-4de0-bca3-1044eb78da72"-0000
Q155472	PRX_ID_SPL_SET_ID	"aa7e7d95-520a-461c-b1b3-e588aeb6a613"	Q155472-PRX_ID_SPL_SET_ID-"aa7e7d95-520a-461c-b1b3-e588aeb6a613"-0000
Q155472	PRX_ID_SPL_SET_ID	"ab5e0e5a-5bdf-4cfc-9d18-57ea4d642f65"	Q155472-PRX_ID_SPL_SET_ID-"ab5e0e5a-5bdf-4cfc-9d18-57ea4d642f65"-0000
Q155472	PRX_ID_SPL_SET_ID	"abfeded8-9da9-4884-8429-bed89763d873"	Q155472-PRX_ID_SPL_SET_ID-"abfeded8-9da9-4884-8429-bed89763d873"-0000
Q155472	PRX_ID_SPL_SET_ID	"ac24b6eb-346e-4acd-8de0-84373eb675f3"	Q155472-PRX_ID_SPL_SET_ID-"ac24b6eb-346e-4acd-8de0-84373eb675f3"-0000
Q155472	PRX_ID_SPL_SET_ID	"b41bebaa-da41-4134-ab62-31f05f03a8f3"	Q155472-PRX_ID_SPL_SET_ID-"b41bebaa-da41-4134-ab62-31f05f03a8f3"-0000
Q155472	PRX_ID_SPL_SET_ID	"b4c69771-fc62-4274-a57b-8f6f2407a7ea"	Q155472-PRX_ID_SPL_SET_ID-"b4c69771-fc62-4274-a57b-8f6f2407a7ea"-0000
Q155472	PRX_ID_SPL_SET_ID	"b53261bc-fe16-4e48-8bd1-e964ee575e4b"	Q155472-PRX_ID_SPL_SET_ID-"b53261bc-fe16-4e48-8bd1-e964ee575e4b"-0000
Q155472	PRX_ID_SPL_SET_ID	"b58471fe-e2c6-4cc5-9d49-6a3111f6e002"	Q155472-PRX_ID_SPL_SET_ID-"b58471fe-e2c6-4cc5-9d49-6a3111f6e002"-0000
Q155472	PRX_ID_SPL_SET_ID	"b8f076d5-f271-4099-8d86-c7b02beece08"	Q155472-PRX_ID_SPL_SET_ID-"b8f076d5-f271-4099-8d86-c7b02beece08"-0000
Q155472	PRX_ID_SPL_SET_ID	"bb3c66a7-d397-4df5-822f-4a1f797f54fc"	Q155472-PRX_ID_SPL_SET_ID-"bb3c66a7-d397-4df5-822f-4a1f797f54fc"-0000
Q155472	PRX_ID_SPL_SET_ID	"bd199010-1d85-4011-939c-4704ecfaba1f"	Q155472-PRX_ID_SPL_SET_ID-"bd199010-1d85-4011-939c-4704ecfaba1f"-0000
Q155472	PRX_ID_SPL_SET_ID	"be008c6a-6036-4abf-a3fc-450465c88d55"	Q155472-PRX_ID_SPL_SET_ID-"be008c6a-6036-4abf-a3fc-450465c88d55"-0000
Q155472	PRX_ID_SPL_SET_ID	"bfbc596d-e39d-4413-93e5-f5133705db38"	Q155472-PRX_ID_SPL_SET_ID-"bfbc596d-e39d-4413-93e5-f5133705db38"-0000
Q155472	PRX_ID_SPL_SET_ID	"c3e27e31-e00d-40af-8971-7ad935472f43"	Q155472-PRX_ID_SPL_SET_ID-"c3e27e31-e00d-40af-8971-7ad935472f43"-0000
Q155472	PRX_ID_SPL_SET_ID	"c5bc7c55-b50c-4e61-ad1f-5ebb607c262f"	Q155472-PRX_ID_SPL_SET_ID-"c5bc7c55-b50c-4e61-ad1f-5ebb607c262f"-0000
Q155472	PRX_ID_SPL_SET_ID	"c6488119-6547-4abd-bc15-a809b6107d4f"	Q155472-PRX_ID_SPL_SET_ID-"c6488119-6547-4abd-bc15-a809b6107d4f"-0000
Q155472	PRX_ID_SPL_SET_ID	"ca3140a4-55a3-4cef-ae64-04f634d7e7b7"	Q155472-PRX_ID_SPL_SET_ID-"ca3140a4-55a3-4cef-ae64-04f634d7e7b7"-0000
Q155472	PRX_ID_SPL_SET_ID	"cb04fbc5-7d84-4e0d-9020-70b73024ed77"	Q155472-PRX_ID_SPL_SET_ID-"cb04fbc5-7d84-4e0d-9020-70b73024ed77"-0000
Q155472	PRX_ID_SPL_SET_ID	"cb5f087f-5cfa-4990-996f-81c8530aa743"	Q155472-PRX_ID_SPL_SET_ID-"cb5f087f-5cfa-4990-996f-81c8530aa743"-0000
Q155472	PRX_ID_SPL_SET_ID	"cd9110e8-40f2-4c28-aae7-6fce2397f777"	Q155472-PRX_ID_SPL_SET_ID-"cd9110e8-40f2-4c28-aae7-6fce2397f777"-0000
Q155472	PRX_ID_SPL_SET_ID	"cfdd7a0a-f8e2-4ecb-8169-bc9a8425c0a8"	Q155472-PRX_ID_SPL_SET_ID-"cfdd7a0a-f8e2-4ecb-8169-bc9a8425c0a8"-0000
Q155472	PRX_ID_SPL_SET_ID	"d0caec89-96ec-411d-a933-63eda74a6da7"	Q155472-PRX_ID_SPL_SET_ID-"d0caec89-96ec-411d-a933-63eda74a6da7"-0000
Q155472	PRX_ID_SPL_SET_ID	"d57188d2-c3af-4879-bf17-f37eaf733aca"	Q155472-PRX_ID_SPL_SET_ID-"d57188d2-c3af-4879-bf17-f37eaf733aca"-0000
Q155472	PRX_ID_SPL_SET_ID	"d73a7aa3-5b5f-4532-9936-752366a2430d"	Q155472-PRX_ID_SPL_SET_ID-"d73a7aa3-5b5f-4532-9936-752366a2430d"-0000
Q155472	PRX_ID_SPL_SET_ID	"d74a85de-5917-401a-b92d-6a95da5d30a6"	Q155472-PRX_ID_SPL_SET_ID-"d74a85de-5917-401a-b92d-6a95da5d30a6"-0000
Q155472	PRX_ID_SPL_SET_ID	"d76a0419-05ee-437e-884c-65807aea9569"	Q155472-PRX_ID_SPL_SET_ID-"d76a0419-05ee-437e-884c-65807aea9569"-0000
Q155472	PRX_ID_SPL_SET_ID	"d9a16816-d4de-401a-8413-7233f4e541f8"	Q155472-PRX_ID_SPL_SET_ID-"d9a16816-d4de-401a-8413-7233f4e541f8"-0000
Q155472	PRX_ID_SPL_SET_ID	"df65365e-9a60-410a-a5ab-46ef9abb6b0c"	Q155472-PRX_ID_SPL_SET_ID-"df65365e-9a60-410a-a5ab-46ef9abb6b0c"-0000
Q155472	PRX_ID_SPL_SET_ID	"df73d781-65d8-4aaa-9b0f-de4341f639ec"	Q155472-PRX_ID_SPL_SET_ID-"df73d781-65d8-4aaa-9b0f-de4341f639ec"-0000
Q155472	PRX_ID_SPL_SET_ID	"e0349fe8-90a4-4236-9686-f0c9c00a001c"	Q155472-PRX_ID_SPL_SET_ID-"e0349fe8-90a4-4236-9686-f0c9c00a001c"-0000
Q155472	PRX_ID_SPL_SET_ID	"e05dd72c-7475-422e-bf8e-73148929450e"	Q155472-PRX_ID_SPL_SET_ID-"e05dd72c-7475-422e-bf8e-73148929450e"-0000
